TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
UTEP,CUSA,31,15,100.1,102.2,0.4419,51.8,49.5,19,17.5,22.2,25,36.3,39.1,51.9,48.5,34.3,34,67.5,-11.6,NA,NA,2017
UTSA,CUSA,31,14,94.7,102.3,0.2925,42.6,49.7,18.1,17.6,32.4,24.2,36.2,37.9,43.7,48.4,26.7,34.8,69.5,-13.3,NA,NA,2017
Western Kentucky,CUSA,32,15,102.5,107.8,0.3572,50.1,52.3,18,15.8,27.3,26.7,37.2,24.7,48.5,50.4,35.4,36.8,67.5,-11,NA,NA,2017
Cleveland St.,Horz,30,9,94.9,102.4,0.2941,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,46.5,51.7,30.7,35.3,67.2,-15.7,NA,NA,2017
Detroit,Horz,30,8,102.1,113.6,0.2272,50.9,56.9,19.5,19.4,26.9,31.4,38.1,48.4,48.4,57.3,37,37.6,73.8,-17.1,NA,NA,2017
Green Bay,Horz,30,18,100.8,102.8,0.443,48.3,50.8,18,18.6,30.4,28.6,37.7,33.1,48.7,48.7,31.6,36.3,75.5,-7.7,NA,NA,2017
Illinois Chicago,Horz,34,17,100.4,106.7,0.3324,50.5,48.1,22.3,16.6,32.5,31.4,38.4,32.2,47.6,45.7,37,36,73.2,-13.3,NA,NA,2017
Milwaukee,Horz,34,11,98.9,107.8,0.2696,50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,49.8,54.2,34.9,35.7,63.8,-17.8,NA,NA,2017
Oakland,Horz,32,25,103.8,99.2,0.6289,51.2,46.3,18.4,18.9,29.3,29.1,37.7,28.5,51.9,45.3,33.3,32.2,73.4,-3.6,NA,NA,2017
Valparaiso,Horz,32,24,104.5,99.9,0.6272,50.1,47.4,18.2,17.9,30.4,26.8,36.9,32.4,50.5,46.4,33,32.8,68.7,-2,NA,NA,2017
Wright St.,Horz,30,20,105.3,105.4,0.4963,52,52,20.4,19.5,29.4,26.5,38,37.1,49.4,52,37.2,34.8,70.5,-6.8,NA,NA,2017
Youngstown St.,Horz,32,13,101,112.8,0.2204,49.1,53,16,16.4,26.3,31.4,25.9,29.1,49,53.5,32.8,34.6,73.1,-15.4,NA,NA,2017
Brown,Ivy,28,13,102.5,113.1,0.2434,50.7,57.7,19.6,21.2,27.1,29.7,44.5,39.1,49,58.6,35.6,37.4,72.7,-11.6,NA,NA,2017
Columbia,Ivy,26,11,100,105.8,0.3433,49.7,52,18.4,20.2,27.9,31.8,29.1,34.8,47.1,50.4,36.1,36.1,70.3,-11.1,NA,NA,2017
Cornell,Ivy,28,8,98.9,107.4,0.2791,52.1,51.9,20.1,15.5,22,27.2,29.5,31.8,53.6,51.1,33.3,35.6,71.4,-14.6,NA,NA,2017
Dartmouth,Ivy,27,7,98.8,111.4,0.2015,49.9,53.3,21.7,15.8,27.7,27,33.8,30.7,48.1,53.7,35.2,35.1,68.7,-14.7,NA,NA,2017
Harvard,Ivy,26,18,105.7,101.4,0.6165,52.3,47.4,19.8,18.4,29.6,29.6,32.3,39.5,51.2,47.8,35.9,31.2,68.1,-5.1,NA,NA,2017
Penn,Ivy,28,13,102,101.6,0.5106,51.6,48.8,18.9,20.1,27.6,29.4,26,33.6,52.2,45.3,33.9,36,68.1,-8.9,NA,NA,2017
Yale,Ivy,28,18,105.4,105,0.5094,52.3,49.7,19.3,17,31.2,28.5,33.9,26.3,51.8,49.6,35.5,33.2,69.2,-4.8,NA,NA,2017
Canisius,MAAC,34,18,106.9,109.5,0.4309,53.1,54.5,18.2,20.8,30.2,32.2,30.9,33.8,51.4,56,37.1,34.3,70.8,-9,NA,NA,2017
Fairfield,MAAC,31,16,98,102.2,0.3818,51.3,49.5,18.6,17.5,24.3,28.2,27.2,32,52,49.4,33.5,33.1,70.7,-9.1,NA,NA,2017
Manhattan,MAAC,32,10,95.7,107.1,0.2159,47.4,51.6,22.6,20,30.8,30.1,41,53.4,46.3,48.1,32.9,39.2,70.7,-15.7,NA,NA,2017
Marist,MAAC,32,8,100.8,112.6,0.2183,49.9,52.6,18.4,15.7,21.6,32.9,37.9,37,49.9,50.5,33.3,37.7,68.6,-17.8,NA,NA,2017
Monmouth,MAAC,34,27,106.7,99.5,0.6915,50.8,47,16.7,19.5,29.7,30,37.3,35.7,47.6,45.1,37.3,33.4,73.8,0.5,NA,NA,2017
Niagara,MAAC,33,10,99.4,109.1,0.2566,47.6,50.5,17.9,16,30.5,30.7,33.6,30.8,44,48.1,36.6,36.6,70.3,-17.9,NA,NA,2017
Quinnipiac,MAAC,31,10,100.7,112.7,0.2152,47.9,52.6,19.2,16.8,34.1,30.2,33,38.2,47.4,50.5,32.6,38,74.3,-15.5,NA,NA,2017
Rider,MAAC,33,18,99.9,104.5,0.3749,49,49,19.6,18.1,33,27.1,37,35.9,48.7,48,33.2,33.7,73.5,-10.1,NA,NA,2017
Saint Peter's,MAAC,36,23,102.2,95.5,0.687,51.2,48.1,17.3,20.9,25.5,25.9,33.1,29.2,47.3,48.4,38.1,31.9,62.6,-7.6,NA,NA,2017
Siena,MAAC,34,17,105.2,106.1,0.4764,49.9,50.3,19.7,17.2,35.5,29.3,40,35.5,50.2,50,32.7,33.9,70,-10.2,NA,NA,2017
Akron,MAC,35,27,111.1,105.4,0.6488,55.1,51,17.2,16.7,29.4,27.9,37.3,32.9,55,49,36.8,36.8,67.4,-1.9,NA,NA,2017
Ball St.,MAC,33,21,103.6,104.5,0.474,53.7,48.7,19.9,17.2,27.8,28.4,35.1,35.9,51.7,46.2,37.6,35.6,72.2,-6.8,NA,NA,2017
Bowling Green,MAC,31,13,99.8,105.8,0.3384,48,53.1,17.3,20,28.5,28.2,35.8,34.2,46.5,53.3,34.1,35.2,71.5,-12.9,NA,NA,2017
Buffalo,MAC,30,17,103.5,102,0.542,50.7,48.2,19.8,17.5,33.2,29.2,37.3,42.9,51.4,45.8,33,35.1,72.4,-8.3,NA,NA,2017
Central Michigan,MAC,30,16,109.8,117.8,0.3083,51.7,53.5,14.7,15.2,26.7,34,34.6,32.6,48.5,53.9,36.4,35.1,76.3,-10.8,NA,NA,2017
Eastern Michigan,MAC,29,16,105.3,104.4,0.5246,48.8,50.4,17.1,21.5,33.6,35,35.3,50.8,48,50.2,33.6,33.9,69.6,-10.2,NA,NA,2017
Miami OH,MAC,30,11,94.3,105.2,0.2203,48.6,51.4,20.1,20.7,24.9,31.8,37,40,49.8,50.8,30.9,34.8,70,-15.6,NA,NA,2017
Northern Illinois,MAC,29,15,98.8,101.8,0.4121,46.4,50.8,19.5,20.5,33.5,28.1,40.3,39.8,46.6,49.8,30.6,34.9,68.2,-12.1,NA,NA,2017
Ohio,MAC,30,20,105.5,99.4,0.6659,53.2,47.3,17.4,18.1,25.6,27.7,33.7,32.7,50,46.8,38.5,32.1,71.6,-6,NA,NA,2017
Toledo,MAC,33,17,107.8,104.2,0.5969,54.4,51.2,18.5,14.2,29,25.5,38.3,27.2,54.6,52.3,36.1,32.3,68.1,-9.6,NA,NA,2017
Western Michigan,MAC,31,16,105.2,105.1,0.5018,50.9,54,17.6,18.3,31.1,26.5,35,34.2,48.2,53.9,38.3,36.1,69.3,-9.2,NA,NA,2017
Bethune Cookman,MEAC,30,10,95.2,113.9,0.1138,46.8,53.1,17.7,19.6,31.1,35.6,28.2,40,45.9,54.7,32.3,33.6,69.6,-18.7,NA,NA,2017
Coppin St.,MEAC,30,8,91.7,116.6,0.0593,43.9,54.4,19.1,18.9,28,33.1,40,40,41.7,55,31.7,35.6,70,-17.8,NA,NA,2017
Delaware St.,MEAC,30,10,93.9,113.5,0.1015,47.8,52.3,19.6,20.3,28.5,37.2,30.1,39.1,44.7,52.6,35.1,34.7,67.3,-17.4,NA,NA,2017
Florida A&M,MEAC,28,7,92.3,116.7,0.0632,46.5,53.2,18.5,18.9,26.3,34.7,37.6,33.9,44.7,52.5,33.9,36.1,71.2,-20.2,NA,NA,2017
Hampton,MEAC,29,14,92,106.6,0.1552,46.1,49.6,19.6,19.9,30.6,29.3,33.4,42.7,45,47.5,32.2,35.6,69.5,-12.5,NA,NA,2017
Howard,MEAC,32,10,90,109.1,0.0981,43.4,49.7,21.5,18.2,32.3,33.3,43.4,35.8,43.3,47.2,29,36,68.7,-18,NA,NA,2017
Maryland Eastern Shore,MEAC,32,14,96.4,112.7,0.1423,48.4,52.8,18,19.3,27.1,33.7,32.5,40.9,46.5,52.2,34.4,35.9,69.8,-13.7,NA,NA,2017
Morgan St.,MEAC,29,14,91.6,105.6,0.1634,42.5,48.9,19.8,20.1,34.8,31.2,37.8,41.5,42,51.7,29.2,28.9,69.2,-13.1,NA,NA,2017
Norfolk St.,MEAC,32,17,93.5,105.3,0.2027,47.4,48,20.5,16.7,29.7,28.9,38,38.4,46.1,45.4,33.2,34.7,69.8,-10.9,NA,NA,2017
North Carolina A&T,MEAC,30,3,95.2,124,0.0458,47.6,53.1,21.7,14.3,31.8,32.9,33.4,38.9,47.3,50.1,32.2,38.3,64.6,-25.2,NA,NA,2017
Savannah St.,MEAC,27,13,99,113.9,0.1657,49.5,52.9,17.8,19.3,27.6,35.8,32.3,31.7,52,55.9,31.8,32.6,83.3,-11,NA,NA,2017
South Carolina St.,MEAC,29,11,98,118.7,0.0995,47.4,54.3,18,17.6,28.1,35.8,30.4,39.1,47.1,55.7,32,34.4,69.4,-13.1,NA,NA,2017
Bradley,MVC,32,13,96.5,102.1,0.3409,48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,46.1,46.8,35.3,34.7,69,-11.2,NA,NA,2017
Drake,MVC,29,7,102.6,110,0.3099,48.1,53.1,17.6,17.6,26.8,31.5,29.1,30.7,45.3,52,34.6,36.8,71,-15.8,NA,NA,2017
Evansville,MVC,31,16,105.9,102.2,0.6012,48.8,49.6,17.9,18.5,27.1,27.1,45.8,40.9,47.2,47.9,36.9,34.9,68,-8.9,NA,NA,2017
Illinois St.,MVC,34,28,107.5,92.2,0.8529,51.4,44,18.6,19,30.4,28.5,29.9,32.6,48.6,41.1,37,32.5,66.2,1.8,NA,NA,2017
Indiana St.,MVC,30,11,98.4,100.5,0.4415,47.8,47.9,17.8,17.8,22.4,29.3,30.8,42.8,45.8,44.2,33.9,37.3,71.1,-11.8,NA,NA,2017
Loyola Chicago,MVC,30,18,107.3,100.9,0.6691,55.3,51.8,17.3,20.9,20.6,25.8,30.8,33.5,53.5,49.6,38.9,37.3,67.1,-7.2,NA,NA,2017
Missouri St.,MVC,32,17,108.5,105.3,0.5859,51,50.4,18.4,16.2,32.9,24.6,33.8,33,48.8,49.2,36.2,35,67.4,-8.5,NA,NA,2017
Northern Iowa,MVC,29,14,96.8,96.6,0.5052,46.7,50.5,17.3,20.9,17.7,28.3,34.2,26,45.3,47.6,32.3,36.8,64.7,-6.8,NA,NA,2017
Southern Illinois,MVC,32,17,102.1,103.1,0.4711,47.7,52.2,17.6,20.3,29.5,31.4,35.4,33.6,47.9,48.2,31.6,39.4,66.8,-7.2,NA,NA,2017
Air Force,MWC,31,12,103.1,107.3,0.3854,49.8,54.6,17.9,17.5,26.5,24.6,37.4,32.6,47,54.4,36.2,36.6,68.4,-14.1,NA,NA,2017
Boise St.,MWC,31,20,109.1,101.4,0.6986,51.8,48.3,17.9,16.6,27.7,26.5,40.5,41.9,51.5,47.1,34.8,34.2,70.5,-3.2,NA,NA,2017
Colorado St.,MWC,34,24,108.3,100.2,0.7076,48.3,46.8,16.1,16.9,31.3,28.8,38.2,31.8,46.6,46.6,34.1,31.4,67.8,-2.8,NA,NA,2017
Fresno St.,MWC,31,20,103.5,96.8,0.6844,50.8,48.5,18.8,20.6,27.2,27.5,40.5,46.2,49.5,47.2,35.6,33.6,69.8,-3.9,NA,NA,2017
New Mexico,MWC,31,17,105.2,100.7,0.6232,50.2,50.6,18.4,19,27,27.8,46,37.7,50.7,47.5,32.7,36.9,70.4,-5.4,NA,NA,2017
San Diego St.,MWC,32,19,103.2,93.4,0.7587,47.5,44.8,17.5,19,30.5,29.1,35.3,32.4,47.5,42.9,31.6,32.1,66.1,-6,NA,NA,2017
San Jose St.,MWC,28,14,99.7,104,0.3794,48.6,51.8,18.2,18.9,24.9,26.1,36.1,40.3,47.7,52,33.7,34.3,72.1,-9,NA,NA,2017
UNLV,MWC,32,11,97.4,104.1,0.3186,45.1,51.6,18,16.5,28.9,27.5,37.5,28.6,43.5,48.9,32,37.8,70.1,-12.6,NA,NA,2017
Utah St.,MWC,30,15,105.7,103.2,0.5663,52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,50,47.7,38,34.5,68.1,-9.2,NA,NA,2017
Wyoming,MWC,36,23,104.4,101.4,0.5851,51.6,46.2,17.7,16.2,22.7,27.7,37.5,39.4,50.7,45.7,35.1,31.4,74.2,-7.5,NA,NA,2017
Bryant,NEC,31,12,100.1,111.6,0.2223,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,70.5,-14.7,NA,NA,2017
Central Connecticut,NEC,29,6,92.5,113.3,0.089,46.7,54,21.2,20.2,31.5,32.5,33.3,34.6,44.6,52.2,35.1,38,66.5,-19.6,NA,NA,2017
Fairleigh Dickinson,NEC,29,11,101.3,111,0.2584,49.5,51.8,18.9,19.4,27.4,34.2,36.1,44,49.8,51.9,32.7,34.4,70.6,-13.9,NA,NA,2017
LIU Brooklyn,NEC,31,20,99.3,106.7,0.3027,48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,47,47.6,34.8,35.4,68.3,-8.7,NA,NA,2017
Robert Morris,NEC,33,14,91.5,99,0.2879,45.1,48.4,21.5,23.7,29.3,31.3,41.3,42.5,43.8,50,31.9,29.8,70.2,-13.5,NA,NA,2017
Sacred Heart,NEC,32,13,97.2,108.4,0.2221,49.5,52.8,22,19.5,30.9,27.1,35,33.3,49.2,50.5,33.5,37.9,72.7,-15.1,NA,NA,2017
St. Francis NY,NEC,30,4,86.7,111.6,0.0519,41,52.7,17.4,20,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36,68.5,-22.5,NA,NA,2017
St. Francis PA,NEC,33,17,101.5,109.1,0.3027,52.8,50.4,20.7,18.7,29.7,32.4,29.6,23.9,50.4,47.3,38.1,36.9,71.4,-11.9,NA,NA,2017
Wagner,NEC,29,16,99.8,107.6,0.2955,47.6,47.6,21.4,18.5,40.1,30.9,34.7,38.9,47.1,46,32.5,33.5,64.4,-10.7,NA,NA,2017
Austin Peay,OVC,28,11,104.5,116.9,0.2169,52.4,56.4,17.3,17.6,24.2,35.8,41,29.5,52.2,56.9,35.2,37,71.3,-13.8,NA,NA,2017
Belmont,OVC,29,23,108.8,103.3,0.6455,55.7,48.3,18.4,16,25.6,25,29.4,31.9,60.9,48.6,34.1,31.8,69.5,-0.7,NA,NA,2017
Eastern Illinois,OVC,27,14,99.7,103.7,0.387,47.8,49.7,17.5,21,29.5,32.4,26.9,39.3,43.5,47.6,36.6,35.9,70.1,-11.5,NA,NA,2017
Eastern Kentucky,OVC,29,12,98.2,106.4,0.2844,49.4,51.4,19.8,19.2,25.2,32.9,37.4,40.5,50.1,49.8,32.3,36.2,69.1,-13.3,NA,NA,2017
Morehead St.,OVC,28,14,105.2,108.3,0.4179,51,55.1,18.5,19.4,35.2,28.1,28.8,42.1,48,51.8,38.7,40.2,69.8,-10.3,NA,NA,2017
Murray St.,OVC,31,16,105.4,110,0.3803,50.8,52.1,16.9,17.9,31.8,29.6,34.9,38.5,48.5,51,36.1,35.9,70,-12,NA,NA,2017
SIU Edwardsville,OVC,28,6,94.6,108.7,0.168,45,52.7,20.3,18.3,31.6,28.5,45.7,44.9,45.5,54,29.2,33.2,70.9,-18,NA,NA,2017
Southeast Missouri St.,OVC,31,15,101.7,108.7,0.3161,51.4,55.3,17.6,21.9,24.7,30.1,35.1,39,49,55.3,36.8,36.9,69.8,-13,NA,NA,2017
Tennessee Martin,OVC,33,22,105.2,110.3,0.368,52.7,52.6,21.6,19,37.4,32.4,34.3,31.1,53.2,52.8,34.7,35,69.2,-6.7,NA,NA,2017
Tennessee St.,OVC,28,17,99.3,98.2,0.5326,48.7,48.5,21.7,21.4,34.2,28,39.5,48.7,48.3,45.4,33.1,35,68.5,-7.2,NA,NA,2017
Tennessee Tech,OVC,30,12,97.6,107,0.2568,48.1,51.5,19.2,20.4,29,30.1,38.5,39.7,47.7,51.1,32.5,34.7,69.7,-14.6,NA,NA,2017
Arizona St.,P12,33,15,110.9,107,0.6007,51.4,55.4,14.3,18.3,24.4,32.2,31.9,29.9,48.7,55.9,36.6,36.4,71.7,-6.3,NA,NA,2017
California,P12,34,21,103.5,92.5,0.7833,48.1,45.3,18.7,16.6,32.9,24,37.7,34.1,46.6,43.4,34,32.8,67,-0.9,NA,NA,2017
Colorado,P12,33,19,111.5,102.2,0.7317,50.9,50.3,17.4,17.2,33,28.3,37.5,33.9,49.9,47.3,35.1,36.8,69.3,-3.8,NA,NA,2017
Oregon St.,P12,31,5,96.1,104.2,0.2842,48.2,51.3,23,17.5,26.9,32.3,34.3,39.6,46.3,50,34.6,35.7,66.3,-16.7,NA,NA,2017
Stanford,P12,30,14,104,98.1,0.663,48.3,52.7,18.6,20.6,29.6,27.2,37.3,38.2,48.2,49.1,32.3,38.8,69.8,-5.2,NA,NA,2017
Utah,P12,30,20,112.4,98.8,0.8163,56.2,49.1,19.2,17,30.9,24.5,33.1,31.2,57.4,46.9,36,35.6,69.8,-2.3,NA,NA,2017
Washington,P12,31,9,105.9,105.4,0.5131,50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,49.4,49.6,35.4,39.9,72.6,-10.9,NA,NA,2017
Washington St.,P12,30,13,103.8,104.1,0.4924,52,52.8,18.1,14.7,20,28.5,27.2,27.9,50.6,52.6,36.6,35.4,69,-7.9,NA,NA,2017
American,Pat,30,8,94.7,107.6,0.1874,50.3,52.5,20.2,20.2,21.7,28,30.7,41.4,51.7,51.4,31.8,36.6,66,-16.4,NA,NA,2017
Army,Pat,31,13,97.1,104.3,0.3065,51.5,50.3,20.6,17.3,26.4,24,28,33.7,50.7,50.1,35.1,33.8,72.7,-13.6,NA,NA,2017
Boston University,Pat,31,18,100.9,102.9,0.4427,51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,50,47.5,35.3,36.5,71.1,-8.9,NA,NA,2017
Colgate,Pat,31,10,97.2,107.5,0.2401,51.4,52.5,22,17.3,24.8,25.3,33.4,38.6,49.4,50,36.1,37.6,66.5,-16.3,NA,NA,2017
Holy Cross,Pat,32,15,97.4,102.3,0.3643,50.4,53.3,17.8,25.7,19.4,32.4,34.4,30.4,49.3,54.9,34.5,34.3,61.6,-10.8,NA,NA,2017
Lafayette,Pat,29,9,95.2,111.9,0.134,49.1,54.5,20.7,18.2,20,29.1,29.4,30.4,49.2,52.2,32.6,38.4,71,-15.9,NA,NA,2017
Lehigh,Pat,31,20,105.9,102.5,0.5942,55.4,50.2,19.8,18.6,23.2,24.1,32,28.1,53.4,49,39.2,34.8,71,-6.2,NA,NA,2017
Loyola MD,Pat,32,16,97.1,103.7,0.3209,46.7,52.2,22,21.3,33,28,39.2,35.9,45.3,53.2,33.2,33.4,67.2,-10.6,NA,NA,2017
Navy,Pat,31,16,98.5,102,0.4023,47.8,53,21.9,23.8,36.9,26.2,35.9,38.9,49,52.5,30.6,35.8,65.5,-11.2,NA,NA,2017
Appalachian St.,SB,28,9,99.3,107.5,0.2859,47.4,52.8,19.4,16.9,28.9,27.2,37.1,44.8,46.3,50.5,32.7,39,71.7,-14.8,NA,NA,2017
Arkansas St.,SB,31,20,104.9,102.4,0.5673,51.9,49.2,18.6,18.8,31,27.5,41.5,41.8,49.7,49.8,37.7,32,68.7,-5.7,NA,NA,2017
Coastal Carolina,SB,37,20,100.4,104.9,0.3749,48.5,50.3,18.1,16.6,30.5,26.9,29.2,32.6,48,49.7,32.7,33.9,69.9,-10.3,NA,NA,2017
Georgia Southern,SB,31,18,104.4,106.5,0.4424,51.5,51.3,17,18.7,25.2,33,39.9,34.7,49.2,51.4,36.3,34.1,69.7,-8,NA,NA,2017
Georgia St.,SB,31,20,103,99.8,0.5883,53,49,20,19.8,29.9,29.1,33.9,40,53.3,49.4,35,32.4,69.6,-5.9,NA,NA,2017
Little Rock,SB,30,15,97.1,104,0.3128,49.1,51.8,19.5,19.9,28.4,27.6,32.3,40.3,48.2,50.2,33.8,36.2,64.7,-12,NA,NA,2017
Louisiana Lafayette,SB,31,21,109.8,108.9,0.5225,51.5,54.4,17.9,20.1,36.3,27.8,42.2,37.3,51.5,53.8,34.2,37.1,73.6,-6.4,NA,NA,2017
Louisiana Monroe,SB,31,9,97.9,105.7,0.2934,47.7,50.5,19.4,16.5,29.5,29.4,26,34,47,49,32.5,35.5,66.4,-17.9,NA,NA,2017
South Alabama,SB,30,14,98,105.3,0.3057,48.4,52.2,18.4,22.4,27.2,31.7,38.3,40.4,49,51,31.7,36.2,71,-12.9,NA,NA,2017
Texas St.,SB,34,22,101.3,100.2,0.5312,50.5,47.7,18.2,19.9,28.2,29.6,36.8,36.1,50.1,47.4,34.1,32.1,63.5,-8.3,NA,NA,2017
UT Arlington,SB,34,27,108.9,100.4,0.7191,52.5,48.9,18.7,20.1,32.6,29.8,34.6,36.6,54.7,49.4,33,32.2,71.8,-1.1,NA,NA,2017
Chattanooga,SC,29,19,105.3,101.2,0.6113,51.9,50.7,19.8,21.4,31.2,32.7,40.3,37.2,53.3,49.7,33.1,35.3,67.1,-5.5,NA,NA,2017
Furman,SC,33,23,106.2,100.9,0.6412,54.9,49.4,19.2,19.5,27.2,27.1,32.1,33.7,53.3,50.9,38.1,31.6,67.4,-4.8,NA,NA,2017
Mercer,SC,30,15,108.5,106.4,0.5569,50.4,50,18,15.7,33.9,28.4,32.8,35.3,49.6,47.7,34.4,35.3,63,-9.9,NA,NA,2017
Samford,SC,34,20,107.1,106.3,0.5232,53,49.8,19,17.2,29.4,31.2,41.5,31.8,50.2,49.8,38.9,33.3,69.8,-8.3,NA,NA,2017
The Citadel,SC,30,12,104.2,115.6,0.2331,49.3,57.9,17.2,19.7,28,35.4,32.8,40.9,47.8,57.7,33.9,38.9,81.7,-14.5,NA,NA,2017
UNC Greensboro,SC,32,25,106.5,103.9,0.5708,52.4,50.2,19.9,19.4,34.3,30.4,30.1,34.8,50.4,47.6,37,36.4,68.3,-2.6,NA,NA,2017
VMI,SC,28,6,96.7,112.4,0.1515,48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,48.2,54.2,32,40.7,70.1,-17.3,NA,NA,2017
Western Carolina,SC,30,9,89.2,103.6,0.1532,43.1,52.9,23.2,19.1,31.5,29,27.7,46.6,41.9,52.1,30.4,36,68.5,-15.2,NA,NA,2017
Wofford,SC,30,16,108.8,107.4,0.5377,52.7,53.4,17.5,18,28.1,28.2,31.9,38.3,49.4,54.6,38.4,34.2,68,-9.7,NA,NA,2017
Alabama,SEC,34,19,104.4,91.8,0.8142,48.2,46.1,20.4,19.8,34.1,26.6,39.1,39.9,48.7,44.2,31.7,33.3,66.6,-1.8,NA,NA,2017
Auburn,SEC,32,18,112.4,102.5,0.7425,51.1,50.6,17.9,19.9,30.3,33.3,42.5,38.8,48.5,48.7,36.6,35.7,75.2,-2.4,NA,NA,2017
Georgia,SEC,33,19,107.9,95.9,0.7961,48.1,47.2,18.6,16.7,28.9,28.2,40.7,34.2,48.3,45.4,31.8,33.6,68.5,0.3,NA,NA,2017
LSU,SEC,31,10,108.3,109.4,0.471,50.2,54.6,19.8,16.9,31.2,31.3,31.5,36.9,50.2,52.9,33.6,38.2,73.4,-8.8,NA,NA,2017
Mississippi,SEC,36,22,110.3,100.3,0.7494,48.8,49.8,19.3,18.8,33.9,30,42.8,35.6,46.8,46.7,34.7,36.3,72.7,-1.3,NA,NA,2017
Mississippi St.,SEC,32,16,104.1,98.3,0.6567,51.1,48.1,19,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,NA,NA,2017
Missouri,SEC,32,8,101.3,100,0.5386,45.2,49.6,16.9,19.2,28.2,30.2,38.7,42.6,45,48.3,30.4,34.4,69.7,-12.5,NA,NA,2017
Tennessee,SEC,31,16,109.3,96.3,0.81,46.8,48.6,17.4,19.3,31.8,30.1,42.9,43.3,46,46.2,32.4,35.5,70.8,-2.2,NA,NA,2017
Texas A&M,SEC,31,16,108.3,95.6,0.8071,51.2,47.2,21.2,17.4,37.4,31.2,33.3,28.1,52.1,43.7,32.9,35.2,65.8,-2.9,NA,NA,2017
Abilene Christian,Slnd,25,13,97.5,107.5,0.245,52.5,52.8,21,21.4,23,31.7,34.7,44.3,50.7,52.1,37.1,36.1,67.1,-12.5,NA,NA,2017
Central Arkansas,Slnd,32,8,102.9,117.5,0.1794,49.8,55.1,19.1,15.7,28.8,31.7,35.9,32,46.7,52.2,37.5,39.2,72.4,-17.4,NA,NA,2017
Houston Baptist,Slnd,27,17,103.9,110.7,0.3266,49.1,53.2,19.3,18.5,35.7,28.6,37.8,38.7,48.6,52.6,33.5,36.2,71.6,-7.7,NA,NA,2017
Incarnate Word,Slnd,25,12,100.7,113.7,0.1993,51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,48.2,51.8,37.8,33.7,73.1,-13.2,NA,NA,2017
Lamar,Slnd,30,19,102.4,108.2,0.3458,51,51.9,19.5,21,31.2,29.4,40.3,42.2,49.3,53.1,35.8,32.9,69.2,-10.7,NA,NA,2017
McNeese St.,Slnd,26,7,95.6,110.2,0.1628,47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,46.2,49.7,33.4,35.1,71.6,-16,NA,NA,2017
Nicholls St.,Slnd,27,14,100.3,112.4,0.2132,49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,49,51.7,33.5,41.7,71,-11.9,NA,NA,2017
Northwestern St.,Slnd,25,13,100,112.5,0.2056,50.1,53.9,20.8,19.2,29.6,32.4,41,39.4,47.9,52.5,36.3,37.8,72.3,-12,NA,NA,2017
Sam Houston St.,Slnd,30,21,95.8,102.9,0.3053,47.1,50,19.3,22.2,31.6,27.4,36.3,48.2,47.7,48.8,30.6,34.7,71.6,-8.6,NA,NA,2017
Southeastern Louisiana,Slnd,30,16,96.3,103.1,0.3141,50.2,49,22.8,21.6,35,30.8,37,39.6,48.3,47.6,36.1,34.5,68.8,-11.9,NA,NA,2017
Stephen F. Austin,Slnd,30,18,95.4,102.9,0.2943,49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,50.3,52,31.4,34.9,67.6,-9.5,NA,NA,2017
Texas A&M Corpus Chris,Slnd,33,24,102.3,102.3,0.502,51.3,51.6,18.8,23,29.3,31.1,37.1,41.2,52.1,51.3,32.8,34.6,69.6,-6.5,NA,NA,2017
Denver,Sum,30,16,105.5,109.4,0.396,54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,52.1,50,40.2,35.8,68.1,-9.4,NA,NA,2017
Fort Wayne,Sum,30,20,107.1,106.7,0.511,56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,54.9,49.9,39,39.1,72.9,-6.9,NA,NA,2017
IUPUI,Sum,30,14,105.4,109.1,0.4022,51.6,54.4,16.8,19,29.6,29.4,33.2,43.3,48.5,54.1,37.8,36.6,70.9,-11.3,NA,NA,2017
Nebraska Omaha,Sum,31,18,106.8,108,0.4684,52.3,54,18.3,19.3,28.9,31.3,40.6,33.7,49,53,38.4,37,75.1,-7.2,NA,NA,2017
